cid,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,prob,intensity,lat,lng
116019-23350,1,1,3,2,1,1,1,1,0,3,3,1,0.027152465150870813,18,-23.541790009309477,-46.64655711614963
24047-24046,1,0,1,0,0,1,0,0,0,0,1,2,0.012665713027208059,6,-23.533215766803906,-46.61906566977119
19257-19245,1,0,2,1,1,0,0,1,1,0,0,0,0.014756197090855445,7,-23.599541449999997,-46.60482305
99098-22456,2,7,0,0,0,0,0,0,2,1,3,0,0.012543821584654285,15,-23.54721476781301,-46.64848691718579
6999-21785,1,2,1,1,0,0,0,0,1,0,0,1,0.015087961769084446,7,-23.556626539444146,-46.65693884112793
21794-7729,2,1,2,2,1,1,0,0,0,2,0,0,0.018130665447869853,11,-23.55571650020752,-46.65548045681115
92327-92341,1,1,1,3,0,0,0,0,1,0,1,2,0.017675176373063706,10,-23.601019646301644,-46.438006083612976
106908-106907,2,1,0,0,0,0,0,1,0,0,1,0,0.009612928101294164,5,-23.6982971,-46.77351780000001
73213-73212,1,0,2,0,1,1,1,0,1,0,1,3,0.01968592693669479,11,-23.493473588709374,-46.42060994250152
36607-36606,1,0,0,0,2,1,0,0,2,1,0,2,0.015146616297832139,9,-23.601349602596784,-46.595786587834255
5567-5568,2,3,2,0,1,1,1,1,0,2,1,2,0.02452309260435412,16,-23.54385312750769,-46.64602658081414
5886-5887,1,1,0,1,0,2,0,0,0,1,0,2,0.015276756033491021,8,-23.556084160837074,-46.62965043440024
4133-9727,3,1,1,2,1,1,1,2,0,1,0,0,0.022067850690057178,13,-23.667661778740055,-46.65285518879509
23261-112848,1,1,1,0,0,0,0,1,1,1,2,0,0.01713537141318284,8,-23.540989832702092,-46.64231667538882
95285-95279,1,1,0,0,0,0,0,1,2,1,0,0,0.011946278573037398,6,-23.54679335,-46.4116882
137120-44560,2,0,2,1,4,1,0,0,2,0,1,1,0.02036778583338643,14,-23.405967098393482,-46.73517678841685
1027-26493,2,0,0,0,1,1,0,0,1,0,0,1,0.012549320446724393,6,-23.617639400408077,-46.61039964895737
5428-32016,1,2,1,0,3,0,0,0,0,0,1,0,0.012974565780144985,8,-23.544871530905485,-46.63337248920846
3871-104398,1,0,1,0,1,0,1,0,0,1,0,0,0.012358693228294491,5,-23.67691693222854,-46.794480777468564
5981-134810,1,0,1,2,1,0,3,1,1,4,1,0,0.021888221195767367,15,-23.552294092898784,-46.618946800022854
6535-130594,1,0,1,2,0,0,0,0,0,1,1,0,0.012878335693918339,6,-23.550992732387115,-46.64932447519167
80052-80025,1,0,0,0,0,1,1,0,0,1,1,0,0.012111244435140226,5,-23.640336840473438,-46.77714313072256
36052-106703,1,2,2,2,0,1,1,1,1,1,2,1,0.02672630334043844,15,-23.689367643852613,-46.77344154345532
13367-13357,1,1,0,3,0,1,0,0,0,1,1,1,0.017863970637470254,9,-23.5900875,-46.674989
3646-3500,1,1,0,1,1,0,1,0,1,3,0,0,0.017282924212063688,9,-23.64393129082636,-46.701810989453946
4579-124045,1,0,0,0,1,1,0,0,1,3,0,0,0.01264921644099777,7,-23.56941843007202,-46.715333329358145
135858-21883,1,1,1,2,2,0,0,1,1,1,1,2,0.025011574851580808,13,-23.54974669228412,-46.61418709295623
93260-93234,3,0,0,1,0,1,0,0,0,1,0,1,0.012703288584687028,7,-23.581560158598602,-46.40492268188022
3420-3421,1,0,0,1,0,0,2,0,1,2,0,0,0.011960025728212646,7,-23.647638179765377,-46.74797788462057
73974-74000,1,0,1,0,0,0,0,0,2,2,1,1,0.015069632228850818,8,-23.442989420852186,-46.58954547766463
115442-4151,3,0,2,1,0,0,3,1,0,2,1,0,0.01681552093610565,13,-23.670565662529516,-46.64749883756561
75836-75837,3,2,2,2,1,4,3,0,3,0,1,1,0.024888766932015367,22,-23.547163241451102,-46.47300239932898
5629-47977,3,1,1,1,0,2,0,0,2,0,2,3,0.02019182224714339,15,-23.53501990111861,-46.63988967843647
124845-8294,1,1,0,0,1,0,1,1,0,0,0,2,0.014220058039021303,7,-23.560593316736387,-46.63139574239445
113855-7159,1,0,0,0,1,0,1,1,0,0,0,1,0.011646590590217292,5,-23.55951405865831,-46.513683907903676
111129-3693,1,1,1,1,1,0,0,1,0,0,1,0,0.017593609919023957,7,-23.61178941504972,-46.63806405994651
8991-8992,2,1,0,1,2,0,1,5,1,1,1,4,0.024357210265239647,19,-23.554433475155207,-46.628334620167095
19393-19504,1,0,2,0,2,1,1,0,1,1,1,1,0.022283222787802516,11,-23.583853009921583,-46.61158973217897
124972-120826,1,0,1,1,0,3,0,0,1,0,0,0,0.01253374033752577,7,-23.524408450000003,-46.66696655
58548-49444,2,0,0,0,0,1,0,0,1,0,1,0,0.009889704158822251,5,-23.6818890525618,-46.63737849936411
5559-5482,1,5,2,1,1,1,1,0,0,1,1,0,0.022665393701674072,14,-23.54790587634345,-46.6435565722466
72618-73629,2,4,1,0,3,1,0,1,1,2,1,2,0.024898848179143892,18,-23.50917583475156,-46.41142423444583
97471-97453,2,2,0,0,2,1,1,0,1,1,0,2,0.01966759739646111,12,-23.513466187120564,-46.376488667608825
140418-143,1,1,1,0,2,0,0,1,1,0,0,0,0.014700291993142827,7,-23.512375051897077,-46.62693871535713
7731-39850,1,1,1,2,2,2,0,1,1,0,1,0,0.022433525017718402,12,-23.559012366337242,-46.655740027423434
43580-43568,1,2,0,0,0,1,0,0,0,0,1,0,0.010139902383011535,5,-23.47584996368314,-46.715087362716645
65973-66021,1,1,1,0,1,1,0,1,1,0,0,0,0.01721693786722254,7,-23.58663037310862,-46.800445062382686
37360-37361,1,1,1,1,0,0,1,0,1,0,1,0,0.017125290166054276,7,-23.74025775014876,-46.698871275736764
52013-7690,1,1,2,5,1,0,1,2,0,1,0,1,0.022048604672811802,15,-23.517154595981793,-46.61649476618064
4387-4386,1,1,0,0,0,0,0,0,1,0,2,0,0.00994652573354654,5,-23.648935034973164,-46.73221881929864
88439-88440,1,1,0,1,0,0,0,0,1,1,1,0,0.015173194131170893,6,-23.461073038320045,-46.712744350629364
3460-3459,1,1,0,0,0,1,0,0,1,0,1,0,0.012463171607626259,5,-23.649173757375806,-46.75063347771054
28260-136683,2,6,0,2,3,1,1,2,3,4,0,2,0.02428664153534006,26,-23.446816873895884,-46.72208763954434
76048-92214,1,0,1,0,0,0,0,0,2,2,0,1,0.01248241762487156,7,-23.614173446640272,-46.456445859126994
31353-116155,2,0,3,0,0,0,0,1,0,2,0,1,0.012148819992619176,9,-23.742311892686388,-46.70638252453951
96093-96102,2,0,0,1,1,0,0,0,1,0,1,0,0.012751861866306181,6,-23.531294549999995,-46.4135096
120165-120167,1,1,0,2,0,0,0,0,1,0,0,1,0.01248608353291829,6,-23.716851452476938,-46.76599912687992
5452-5625,3,2,4,3,3,4,4,0,2,1,0,1,0.024898848179143892,27,-23.549852275005794,-46.63403715000326
8680-5279,2,8,1,4,1,3,0,0,0,0,0,0,0.01553336959676208,19,-23.59700093286156,-46.679656231528206
105910-105879,1,0,0,1,2,1,0,0,0,0,0,0,0.010358023911791902,5,-23.675858803811412,-46.73860549196594
71570-71571,2,0,1,0,2,1,1,0,0,0,0,0,0.01227804325126642,7,-23.66127760611803,-46.77433471282171
62824-118620,1,1,2,1,0,1,0,0,0,1,0,0,0.015381234412822813,7,-23.43668806376054,-46.76478735020423
3859-3858,1,0,1,2,0,0,2,0,1,0,0,1,0.014462007970105453,8,-23.674371981271463,-46.78803290654194
1153-116,4,6,8,3,3,1,7,2,6,1,4,1,0.02947573437548545,46,-23.520115080768456,-46.745308827470495
74011-74013,1,1,1,1,1,3,1,1,2,2,1,1,0.02947573437548545,16,-23.439705678154535,-46.5792606746343
53175-27632,1,2,0,3,2,1,0,1,0,0,0,0,0.014921162952958294,10,-23.498962621663345,-46.466809138589795
10147-9998,1,0,1,0,3,1,1,2,1,1,2,2,0.02427289438016488,15,-23.557908248891966,-46.747060340128414
60538-6874,1,1,2,3,0,1,0,2,3,0,1,0,0.019684093982671385,14,-23.50446743204376,-46.688572466204896
65881-65917,1,0,4,2,1,1,1,2,1,0,0,1,0.021717756471594546,14,-23.589263734318568,-46.79717275385599
64900-64912,1,0,0,0,0,1,1,0,3,0,2,2,0.014334617665481565,10,-23.595141844190422,-46.432204511388306
118924-118925,1,2,1,1,0,1,1,0,1,0,0,2,0.01955212129298912,10,-23.720477201587407,-46.78522648955613
139887-6750,1,0,1,1,0,1,0,0,1,0,0,0,0.012533740337525771,5,-23.527236209425006,-46.672723738417204
125430-125431,1,0,2,3,3,0,0,0,0,0,0,0,0.010443256273878366,9,-23.481270799999997,-46.50292355
40423-40425,1,0,2,2,3,4,0,4,1,0,0,0,0.017272842964935163,17,-23.473386506502763,-46.754667142599104
93122-93108,1,0,1,0,0,0,1,2,0,0,0,0,0.009001637934502062,5,-23.577442700000002,-46.411676099999994
65786-65784,2,0,1,0,0,0,0,0,0,0,1,1,0.01014906715312834,5,-23.598757853454163,-46.79007129864338
5549-61889,4,6,3,2,0,3,0,0,1,1,0,0,0.017704503637437537,20,-23.54558171487402,-46.64319624136412
9218-5602,2,0,2,1,0,1,0,0,0,0,1,1,0.015295085573724665,8,-23.544376226830202,-46.63255175556828
3530-4059,1,0,1,1,2,0,0,0,0,0,2,2,0.01552787073469198,9,-23.625057211952868,-46.76494580098317
82607-66035,1,0,0,0,0,0,0,0,2,2,1,0,0.009970354135850288,6,-23.52320344997181,-46.544386674106505
75849-75848,1,0,1,1,0,0,1,0,0,1,0,0,0.012238634739764064,5,-23.549298380982158,-46.471913646952714
114781-5699,1,0,2,0,2,1,1,0,1,2,2,1,0.022283222787802516,13,-23.598622801656262,-46.58041346258996
5836-113023,1,1,0,1,1,0,1,0,0,2,1,0,0.017546869591428156,8,-23.541254599999995,-46.57856945
36130-36131,3,0,1,3,5,2,0,0,2,1,3,3,0.02296508168449417,23,-23.6080336,-46.5918015
5837-5838,2,0,1,0,0,1,0,0,0,0,1,0,0.01016831317037366,5,-23.54198299507123,-46.58160334498292
89026-89016,1,1,1,1,1,0,0,0,0,1,0,0,0.015614019573790097,6,-23.451490335503518,-46.71163128626403
41030-88804,2,1,3,0,2,0,1,2,1,2,1,0,0.021832316098054787,15,-23.455309613275386,-46.69427013621562
59184-58857,1,0,0,0,0,1,0,0,1,0,1,1,0.012387104015656627,5,-23.69667847501722,-46.64447274998595
7611-7612,1,0,2,4,1,0,1,0,0,0,0,1,0.01488816978053771,10,-23.523000368654728,-46.61085976676169
113029-7018,2,0,2,1,1,0,0,0,0,0,0,2,0.01294065613071275,8,-23.542289391701445,-46.481347550016054
1949-111200,1,0,1,1,0,1,0,2,0,2,2,0,0.017384653160360353,10,-23.521313428837637,-46.63493766346956
10698-7188,2,0,1,1,2,0,1,1,0,1,1,0,0.01956495197115268,10,-23.613567696484303,-46.47592739811718
130593-6534,2,3,2,3,1,3,1,2,0,0,2,1,0.02455516929976305,20,-23.55176938273577,-46.65184883674458
41062-41061,1,6,2,4,0,0,3,1,1,1,0,4,0.02162244286237952,23,-23.45891074117408,-46.686923271255054
57239-21505,3,1,1,0,1,2,0,0,1,1,0,0,0.01782456212596791,10,-23.69008468859597,-46.65605595966535
50079-50088,1,0,0,0,0,1,0,0,1,1,1,0,0.01248700000993001,5,-23.610561250476284,-46.50249217049378
5625-120158,1,1,1,1,1,1,0,0,0,0,0,0,0.015533369596762082,6,-23.550174025005795,-46.63419755000326
19102-1808,1,0,1,0,4,2,1,1,4,2,1,1,0.02427289438016488,18,-23.588160373392988,-46.59816555325129
1010-134628,2,0,1,0,0,0,0,1,2,1,0,3,0.014472089217233931,10,-23.598840147830984,-46.59740102226381
135177-135178,1,1,1,0,1,0,1,0,1,1,0,0,0.01725542990171322,7,-23.5225336,-46.5830735
76133-76139,1,1,1,0,0,0,0,1,0,0,0,1,0.012124991590315458,5,-23.538028504898975,-46.47150612033141
39856-6995,1,0,1,0,3,1,0,0,1,1,0,0,0.015251094677163934,8,-23.56038318128857,-46.65539265016544
107216-107217,1,2,0,0,0,1,0,0,0,1,0,0,0.010149983630140044,5,-23.686552532950994,-46.79326642811145
5515-124677,4,4,2,3,4,1,2,3,3,3,1,2,0.029475734375485448,32,-23.54707609176501,-46.63734780395687
113846-34026,1,0,0,1,0,0,0,1,0,1,0,1,0.01217631430296965,5,-23.58351730000306,-46.49040095001
23385-7718,1,1,1,1,0,1,0,1,0,0,0,2,0.017271010010911796,8,-23.535003209371894,-46.65433283501981
28261-28262,1,3,1,4,1,3,0,0,0,2,3,1,0.023215279908683464,19,-23.451537174947656,-46.71977983509647
119951-4283,1,0,1,0,0,0,0,0,1,2,0,0,0.009985017768037192,5,-23.73215362542944,-46.784990102138465
5617-5558,3,3,1,0,3,3,2,0,1,0,0,0,0.017174779924685184,16,-23.54808855993558,-46.645361176950715
81451-6960,4,2,2,4,0,3,0,0,1,1,0,0,0.017704503637437533,17,-23.524446523953394,-46.66859986763755
2240-2241,2,0,1,1,0,0,0,0,1,0,1,1,0.015101708924259681,7,-23.42839335,-46.78725645
735-118628,4,1,1,0,6,0,0,0,2,1,0,1,0.017805316108722626,16,-23.645116989372383,-46.729525442671815
9827-51888,1,0,0,0,0,0,0,1,0,1,0,2,0.009546941756453044,5,-23.66778440597794,-46.689618257861255
18530-23497,1,1,0,2,2,1,1,0,2,2,0,0,0.01979957008614339,12,-23.554281490012375,-46.64679748255382
102016-40811,1,0,3,2,1,1,2,1,2,0,4,1,0.024304971075573785,18,-23.499254250822254,-46.52513089638619
85175-85162,1,1,1,1,0,0,0,0,0,1,0,0,0.012864588538743097,5,-23.51127565620447,-46.45682380722154
59264-59472,1,0,0,0,1,1,0,0,1,1,0,1,0.015146616297832137,6,-23.699291753157112,-46.64043543282342
7890-3442,1,7,0,0,0,0,1,0,1,0,0,1,0.011804224636226665,11,-23.567344528171503,-46.69380507902689
59561-119283,1,1,1,1,0,1,0,0,0,1,0,0,0.015381234412822815,6,-23.702093404151576,-46.626778045359885
12407-12408,1,0,1,1,1,0,0,0,1,0,0,0,0.012766525498493105,5,-23.651799692872988,-46.748239799888
106794-115770,1,0,1,0,2,0,1,0,0,0,2,2,0.014846011838000354,9,-23.69088964347909,-46.760282791344835
98385-98384,2,0,1,2,0,0,0,0,0,0,1,1,0.012778439699644971,7,-23.73722488986118,-46.780817438280266
61577-122497,1,0,0,1,0,0,2,0,1,1,1,1,0.01704464018902625,8,-23.604609325576234,-46.594319145236426
91383-6774,2,0,1,1,0,0,0,0,1,0,1,1,0.01510170892425968,7,-23.524247420234268,-46.70303447634909
70223-70226,1,0,0,1,3,0,0,0,1,1,1,0,0.015349157717413929,8,-23.661340034076936,-46.78570543383499
7692-7816,1,0,2,1,1,0,0,0,1,0,0,0,0.012766525498493107,6,-23.504116494283753,-46.62564122038795
61579-61575,1,0,1,1,0,0,0,1,2,1,0,0,0.014604061906916195,7,-23.602881553387945,-46.59497168755327
21219-116461,2,0,0,0,0,2,1,1,0,0,0,0,0.008916405572415605,6,-23.538877773871704,-46.61609924413342
5270-13099,1,0,0,1,1,4,1,1,1,0,1,0,0.01920569298257321,11,-23.58441315751157,-46.670097815253314
5882-5883,1,1,0,2,0,1,0,1,0,3,0,0,0.014769027769019016,9,-23.551874450262645,-46.62432117479119
5537-116018,1,6,2,1,1,0,0,2,2,3,4,1,0.025011574851580804,23,-23.541637855015566,-46.63862408356799
17628-17522,1,1,1,1,1,0,0,0,0,1,0,0,0.015614019573790097,6,-23.591965750964825,-46.6315639267212
112786-1941,1,2,2,1,1,0,0,0,0,0,1,0,0.015603938326661577,8,-23.52992148973152,-46.631805863002576
32391-2038,1,0,0,1,2,2,0,1,0,2,1,1,0.020029605816075612,11,-23.513961090732646,-46.72660006813953
5649-1929,3,1,0,1,3,0,0,0,0,0,0,1,0.012912245343350599,9,-23.534378048029183,-46.62485376744951
73734-97749,1,0,1,3,1,0,0,0,0,1,0,0,0.013040552124986107,7,-23.52152171039195,-46.40576790228807
74237-4576,2,1,2,2,1,1,0,0,1,0,1,2,0.02294125328219042,13,-23.571715771151297,-46.70686543040514
67534-86239,2,1,3,2,2,2,1,0,0,2,2,0,0.022665393701674072,17,-23.65487958580362,-46.6029443810021
47028-46981,2,2,2,1,0,2,0,0,3,0,1,0,0.01769442239030904,13,-23.60481363706813,-46.509348908604245
6499-6500,1,0,2,1,4,0,0,2,1,2,1,2,0.02243810740277679,16,-23.55843166082706,-46.65352675696951
59432-59446,1,1,2,0,0,1,0,1,0,0,2,0,0.014731452211540028,8,-23.697466668910785,-46.630030564766074
16530-16527,1,1,0,0,0,1,0,0,0,2,0,0,0.01014998363014005,5,-23.558439553450143,-46.600173796049255
4203-120183,1,0,1,1,0,0,1,0,0,1,4,4,0.017323249200577692,13,-23.668615084871856,-46.6358829616272
41014-41040,1,1,0,0,0,0,1,2,0,0,2,1,0.01405784160795351,8,-23.455885430131715,-46.69262467697354
6042-20830,2,2,1,2,0,2,0,1,1,0,2,1,0.022181493839505788,14,-23.53246342537434,-46.66356246214289
44563-44562,1,0,2,0,0,0,1,0,3,1,0,1,0.01442993127469653,9,-23.40466336857536,-46.73804032644026
28260-62939,4,1,1,0,0,1,0,1,0,0,0,1,0.014641637464395162,9,-23.446292662834352,-46.723714296022955
125624-3565,1,1,0,2,0,0,1,0,2,1,1,0,0.017120707780995878,9,-23.5602004224925,-46.67138133620036
18629-18630,1,4,1,2,1,2,0,0,2,1,1,3,0.02553854913329819,18,-23.550308357852632,-46.65349642185868
36793-15964,1,1,0,0,0,1,0,0,0,1,1,1,0.015234598090953653,6,-23.52777093474171,-46.67458783479591
11195-11196,1,2,0,0,1,0,0,0,1,0,0,0,0.01010874216461433,5,-23.630006825161153,-46.461700296911665
3442-115007,2,12,1,2,3,1,2,1,0,2,0,1,0.024565250546891553,27,-23.5669502781715,-46.69318867902689
73999-73998,2,1,2,0,3,0,1,0,2,2,1,0,0.01984264450569248,14,-23.442764953220017,-46.591725072380704
58745-58751,1,1,1,0,0,0,1,1,1,0,0,0,0.013898374607920793,6,-23.69224441000182,-46.64460655958234
127170-41027,1,5,1,1,0,0,3,2,2,3,2,2,0.024209657466358756,22,-23.440464224236713,-46.707956637659585
101425-72818,1,0,0,1,1,4,1,0,1,0,0,0,0.01462880678623163,9,-23.542266386831514,-46.41861168486627
37350-37354,1,1,0,0,1,0,1,0,0,1,1,1,0.01741489690174591,7,-23.738516174460784,-46.694923500654376
98266-98267,2,1,1,1,0,1,0,1,1,0,0,0,0.017096879378692146,8,-23.5463661,-46.64295615
7726-6897,2,0,3,3,1,0,0,1,2,0,1,2,0.019840811551669103,15,-23.552097415555323,-46.64987850617449
7197-140512,1,2,0,1,1,1,1,2,0,0,0,1,0.019366076459617663,10,-23.59872895152988,-46.46510671114481
9209-32018,1,1,0,0,1,0,0,0,2,0,1,0,0.012695956768593558,6,-23.542220914337733,-46.63068313378751
118702-139477,1,0,2,0,1,0,1,0,1,1,1,0,0.017269177056888442,8,-23.6602453627418,-46.74497036127882
125043-394,1,2,0,1,2,1,1,0,0,1,0,1,0.01997370071836305,10,-23.572316885449805,-46.7024357075383
8802-140917,1,1,0,2,0,0,0,0,1,1,0,0,0.012585979527191671,6,-23.598223300001862,-46.6366019749903
71530-71555,3,2,1,1,0,0,0,1,2,1,0,2,0.019674929212554548,13,-23.62949889932375,-46.446382645231665
5443-5444,1,1,1,2,3,1,1,1,1,1,3,0,0.026978334518651084,16,-23.558456007380734,-46.638830029834104
70236-70228,2,0,1,0,0,0,0,0,0,0,1,1,0.010149067153128338,5,-23.658982708513264,-46.793219976139596
25237-113258,1,4,2,0,0,0,0,1,0,0,1,2,0.014712206194294685,11,-23.564882369290785,-46.69468395758599
9142-9026,2,1,0,0,0,0,0,0,0,0,1,1,0.010120656365766173,5,-23.6500924818508,-46.6480690810388
54957-47398,1,1,1,0,0,0,0,1,0,0,0,1,0.012124991590315458,5,-23.604115695421854,-46.514880611072016
72726-72695,2,1,0,0,0,1,2,2,0,2,0,0,0.014087168872327376,10,-23.502560542113777,-46.42816780142439
5454-5453,1,0,0,3,2,3,0,0,1,2,1,0,0.01786580359149364,13,-23.55030261117895,-46.63737972545712
99860-128838,2,1,0,0,0,0,0,0,0,1,0,1,0.010130737612894678,5,-23.56340820604578,-46.665725583858695
3090-3088,1,1,0,1,0,1,0,0,0,0,2,1,0.015266674786362512,7,-23.65347023599238,-46.67987415041599
118918-107768,1,1,0,0,0,1,1,2,1,2,0,3,0.01890783795377645,12,-23.712708731675473,-46.78188065804333
27779-27778,1,1,0,1,2,1,0,3,1,2,0,1,0.022339127885515123,13,-23.476064226591276,-46.66358466517961
1979-1980,1,1,5,4,2,2,1,1,1,0,2,2,0.02687843852437772,22,-23.538409550006623,-46.633857374951134
35647-35659,1,0,0,1,1,2,0,0,0,0,1,1,0.015442638372605537,7,-23.579179800008383,-46.54170817500547
1463-98663,1,1,1,0,1,1,0,0,0,0,2,2,0.01798861151105909,9,-23.524199618572496,-46.57163987296765
133164-26727,2,0,0,1,3,1,0,1,1,1,0,0,0.01726826057987676,10,-23.52308918633973,-46.68787304830024
82791-82792,1,1,1,0,0,2,1,0,0,0,0,0,0.012102079665023417,6,-23.521370283043183,-46.57888449507476
102763-3561,2,1,0,0,0,0,1,0,1,0,0,1,0.011804224636226662,6,-23.56444072798145,-46.679230942458446
7723-7738,2,1,1,0,0,0,0,0,0,1,1,0,0.012822430596205725,6,-23.558444866421556,-46.658413033226424
90005-127184,1,1,0,0,1,0,1,0,0,0,1,0,0.012320201193803806,5,-23.403959518544735,-46.75301258075583
66377-141,2,3,0,0,1,3,2,0,1,3,1,7,0.022254812000440397,23,-23.515207199999995,-46.6424775
23553-39839,2,0,6,4,0,1,1,1,0,0,1,1,0.019232270815912014,17,-23.55887069928172,-46.646292249574145
63468-63469,1,0,0,0,0,0,1,0,1,1,1,1,0.014415267642509584,6,-23.577238721472874,-46.77943181878123
106595-106578,1,1,0,0,1,1,0,1,1,0,1,1,0.019699674091870022,8,-23.69252742033901,-46.78617048190095
80128-116412,1,0,2,0,1,1,0,0,0,1,1,0,0.01551504005652844,7,-23.642147338792732,-46.76640155052665
95631-72992,1,0,0,0,2,1,2,0,2,2,1,1,0.01968134455163634,12,-23.560438305249843,-46.408371805818796
8267-91417,2,1,1,2,1,0,2,1,2,1,2,1,0.026959088501405763,16,-23.55578712633438,-46.629076022217184
5403-24295,2,2,1,0,0,0,0,0,3,2,0,0,0.012558485216841223,10,-23.51571152934627,-46.62500282749477
102467-10763,1,2,2,1,0,0,0,0,0,0,0,1,0.012764692544469734,7,-23.610056804107515,-46.476853849212546
25288-25290,2,1,0,0,1,1,0,0,0,0,0,0,0.010302118814079329,5,-23.556545572902998,-46.687725474640146
114889-55431,1,0,0,0,0,2,1,0,0,0,0,2,0.009424133836887637,6,-23.61958581697459,-46.677253845862495
48825-34406,1,1,0,0,0,0,0,0,1,1,0,2,0.012454006837509421,6,-23.576152864321358,-46.52026723590422
4115-4150,1,0,2,0,0,0,1,1,0,0,1,0,0.011588852538481275,6,-23.669405287530424,-46.649116200041995
5457-32009,1,0,1,3,0,1,0,0,0,0,0,0,0.010210471112911075,6,-23.553553575000475,-46.63563459999649
102842-125895,1,1,1,1,0,0,0,0,1,0,1,0,0.015177776516229327,6,-23.550710201894592,-46.648408432229175
95450-95745,1,0,0,1,3,0,0,0,0,0,2,0,0.010428592641691443,7,-23.54671413047881,-46.40256966827715
53502-53405,1,2,2,3,2,2,1,2,0,1,2,0,0.024655065294036434,18,-23.50480060035079,-46.507083887050015
88790-88769,1,0,1,1,0,0,0,0,0,1,1,0,0.012878335693918337,5,-23.45282286641237,-46.68846234121597
5626-32011,1,0,2,0,1,1,0,0,0,1,0,0,0.012927825452549198,6,-23.547545548868904,-46.63327967852285
7891-7890,1,0,1,1,0,1,0,0,1,0,0,0,0.012533740337525775,5,-23.567469843014898,-46.69450093021946
38264-38237,3,2,3,5,1,5,7,0,2,2,0,2,0.02489884817914389,32,-23.455469357872722,-46.76667946650865
68927-18592,2,1,1,0,0,1,0,0,0,0,0,0,0.010154566015198464,5,-23.487701080244573,-46.609015755004876
115260-52961,1,1,0,1,0,1,0,0,0,1,0,0,0.012779356176656658,5,-23.507497090065044,-46.490510669965886
129759-67335,1,1,1,0,0,0,0,0,0,0,2,0,0.010225134745097975,5,-23.49531127907553,-46.58498713689197
6162-6342,1,0,0,1,1,0,0,0,1,0,1,0,0.012751861866306181,5,-23.562591520702522,-46.560220186679345
6917-6137,2,0,0,2,1,3,0,1,1,0,0,2,0.017168364585603366,12,-23.545934656209205,-46.62653487553213
18570-18632,1,0,1,0,0,0,0,0,0,0,2,1,0.010149067153128338,5,-23.54263371877972,-46.65930816231402
39426-39431,1,0,1,1,0,1,1,0,0,1,0,0,0.014755280613843772,6,-23.48738557666517,-46.71488596219508
28984-91315,1,0,0,1,0,2,0,0,0,1,0,0,0.010205888727852656,5,-23.564343858219036,-46.74978023799095
126835-126834,1,0,1,1,1,0,0,1,0,0,1,3,0.017517542327054332,9,-23.437521249999996,-46.785918699999996
3106-45262,1,1,1,2,1,0,1,1,0,0,1,0,0.01954112356884894,9,-23.67544828653851,-46.67884129630683
72556-103448,1,2,1,2,0,0,0,3,0,0,0,2,0.01475436413683211,11,-23.564358594137488,-46.41487387073046
461-459,1,0,0,1,2,2,1,1,2,0,2,0,0.01920569298257321,12,-23.550581752882323,-46.72524723444438
72676-72730,1,0,1,1,0,2,0,0,0,0,0,0,0.010210471112911073,5,-23.533690883019865,-46.416659407203724
74843-97042,1,2,0,1,0,1,0,0,0,0,0,0,0.010182060325548933,5,-23.500507114420387,-46.398481285050465
70223-70242,1,0,1,0,1,0,1,0,0,0,0,1,0.012258797234021124,5,-23.661628211725215,-46.7874013048979
21589-3104,1,2,8,2,2,6,1,1,0,0,0,0,0.019470554838949394,23,-23.673881204198196,-46.67787118543954
48776-34406,1,1,0,0,0,0,0,0,1,1,1,0,0.012543821584654287,5,-23.576761149808803,-46.52256887691603
98046-84821,1,1,0,0,0,0,1,0,1,0,0,1,0.01180422463622666,5,-23.492969775000766,-46.39810619999503
105136-105140,1,0,1,3,0,0,1,0,0,3,0,0,0.012238634739764062,9,-23.657536108584438,-46.742004831097766
97765-97759,1,1,0,0,0,0,0,1,1,1,2,0,0.014533493177016635,7,-23.523260539163985,-46.38586793407626
4121-49444,1,0,2,0,0,0,0,1,0,2,0,2,0.012148819992619173,8,-23.681099855516273,-46.637909316436065
9353-139950,3,0,1,0,1,1,1,1,1,1,4,1,0.02427289438016487,15,-23.521714157016667,-46.66773157869194
